,slot,time,states_ch_0,backoff_ch_0,npca_enabled_ch_0,channel_0_occupied_remained,channel_0_obss_occupied_remained,states_ch_1,backoff_ch_1,npca_enabled_ch_1,channel_1_occupied_remained,channel_1_obss_occupied_remained,util_ch_0,util_ch_1
753,753,6777,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",1,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,25,True,False
754,754,6786,"['primary_backoff', 'primary_backoff']","[2, 15]","[False, False]",0,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,24,False,False
755,755,6795,"['primary_backoff', 'primary_backoff']","[1, 14]","[False, False]",0,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,23,False,False
756,756,6804,"['primary_backoff', 'primary_backoff']","[0, 13]","[False, False]",0,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,22,False,False
757,757,6813,"['primary_tx', 'primary_backoff']","[0, 12]","[False, False]",33,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,21,True,False
758,758,6822,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",32,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,20,True,False
759,759,6831,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",31,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,19,True,False
760,760,6840,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",30,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,18,True,False
761,761,6849,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",29,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,17,True,False
762,762,6858,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",28,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,16,True,False
763,763,6867,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",27,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,15,True,False
764,764,6876,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",26,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,14,True,False
765,765,6885,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",25,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,13,True,False
766,766,6894,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",24,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,12,True,False
767,767,6903,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",23,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,11,True,False
768,768,6912,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",22,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,10,True,False
769,769,6921,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",21,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,9,True,False
770,770,6930,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",20,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,8,True,False
771,771,6939,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",19,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,7,True,False
772,772,6948,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",18,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,6,True,False
773,773,6957,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",17,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,5,True,False
774,774,6966,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",16,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,4,True,False
775,775,6975,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",15,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,3,True,False
776,776,6984,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",14,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,2,True,False
777,777,6993,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",13,0,"['primary_frozen', 'primary_frozen']","[3, 18]","[False, False]",0,1,True,False
778,778,7002,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",12,0,"['primary_backoff', 'primary_backoff']","[3, 18]","[False, False]",0,0,True,False
779,779,7011,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",11,0,"['primary_backoff', 'primary_backoff']","[2, 17]","[False, False]",0,0,True,False
780,780,7020,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",10,0,"['primary_backoff', 'primary_backoff']","[1, 16]","[False, False]",0,0,True,False
781,781,7029,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",9,0,"['primary_backoff', 'primary_backoff']","[0, 15]","[False, False]",0,0,True,False
782,782,7038,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",8,0,"['primary_tx', 'primary_backoff']","[0, 14]","[False, False]",33,0,True,True
783,783,7047,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",7,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",32,0,True,True
784,784,7056,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",6,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",31,0,True,True
785,785,7065,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",5,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",30,0,True,True
786,786,7074,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",4,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",29,0,True,True
787,787,7083,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",3,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",28,0,True,True
788,788,7092,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",2,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",27,0,True,True
789,789,7101,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",1,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",26,0,True,True
790,790,7110,"['primary_backoff', 'primary_backoff']","[11, 12]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",25,0,False,True
791,791,7119,"['primary_backoff', 'primary_backoff']","[10, 11]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",24,0,False,True
792,792,7128,"['primary_backoff', 'primary_backoff']","[9, 10]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",23,0,False,True
793,793,7137,"['primary_backoff', 'primary_backoff']","[8, 9]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",22,0,False,True
794,794,7146,"['primary_backoff', 'primary_backoff']","[7, 8]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",21,0,False,True
795,795,7155,"['primary_backoff', 'primary_backoff']","[6, 7]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",20,0,False,True
796,796,7164,"['primary_backoff', 'primary_backoff']","[5, 6]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",19,0,False,True
797,797,7173,"['primary_backoff', 'primary_backoff']","[4, 5]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",18,0,False,True
798,798,7182,"['primary_backoff', 'primary_backoff']","[3, 4]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",17,0,False,True
799,799,7191,"['primary_backoff', 'primary_backoff']","[2, 3]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",16,0,False,True
800,800,7200,"['primary_backoff', 'primary_backoff']","[1, 2]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",15,0,False,True
801,801,7209,"['primary_backoff', 'primary_backoff']","[0, 1]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",14,0,False,True
802,802,7218,"['primary_tx', 'primary_backoff']","[0, 0]","[False, False]",33,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",13,0,True,True
803,803,7227,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",32,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",12,0,True,True
804,804,7236,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",31,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",11,0,True,True
805,805,7245,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",30,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",10,0,True,True
806,806,7254,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",29,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",9,0,True,True
807,807,7263,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",28,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",8,0,True,True
808,808,7272,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",27,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",7,0,True,True
809,809,7281,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",26,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",6,0,True,True
810,810,7290,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",25,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",5,0,True,True
811,811,7299,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",24,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",4,0,True,True
812,812,7308,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",23,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",3,0,True,True
813,813,7317,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",22,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",2,0,True,True
814,814,7326,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",21,0,"['primary_tx', 'primary_frozen']","[0, 14]","[False, False]",1,0,True,True
815,815,7335,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",20,0,"['primary_backoff', 'primary_backoff']","[6, 14]","[False, False]",0,0,True,False
816,816,7344,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",19,0,"['primary_backoff', 'primary_backoff']","[5, 13]","[False, False]",0,0,True,False
817,817,7353,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",18,0,"['primary_backoff', 'primary_backoff']","[4, 12]","[False, False]",0,0,True,False
818,818,7362,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",17,0,"['primary_backoff', 'primary_backoff']","[3, 11]","[False, False]",0,0,True,False
819,819,7371,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",16,0,"['primary_backoff', 'primary_backoff']","[2, 10]","[False, False]",0,0,True,False
820,820,7380,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",15,0,"['primary_backoff', 'primary_backoff']","[1, 9]","[False, False]",0,0,True,False
821,821,7389,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",14,0,"['primary_backoff', 'primary_backoff']","[0, 8]","[False, False]",0,0,True,False
822,822,7398,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",13,0,"['primary_tx', 'primary_backoff']","[0, 7]","[False, False]",33,0,True,True
823,823,7407,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",12,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",32,0,True,True
824,824,7416,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",11,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",31,0,True,True
825,825,7425,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",10,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",30,0,True,True
826,826,7434,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",9,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",29,0,True,True
827,827,7443,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",8,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",28,0,True,True
828,828,7452,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",7,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",27,0,True,True
829,829,7461,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",6,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",26,0,True,True
830,830,7470,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",5,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",25,0,True,True
831,831,7479,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",4,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",24,0,True,True
832,832,7488,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",3,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",23,0,True,True
833,833,7497,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",2,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",22,0,True,True
834,834,7506,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",1,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",21,0,True,True
835,835,7515,"['primary_backoff', 'primary_backoff']","[13, 0]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",20,0,False,True
836,836,7524,"['primary_backoff', 'primary_tx']","[12, 0]","[False, False]",33,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",19,0,True,True
837,837,7533,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",32,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",18,0,True,True
838,838,7542,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",31,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",17,0,True,True
839,839,7551,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",30,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",16,0,True,True
840,840,7560,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",29,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",15,0,True,True
841,841,7569,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",28,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",14,0,True,True
842,842,7578,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",27,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",13,0,True,True
843,843,7587,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",26,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",12,0,True,True
844,844,7596,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",25,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",11,0,True,True
845,845,7605,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",24,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",10,0,True,True
846,846,7614,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",23,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",9,0,True,True
847,847,7623,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",22,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",8,0,True,True
848,848,7632,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",21,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",7,0,True,True
849,849,7641,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",20,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",6,0,True,True
850,850,7650,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",19,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",5,0,True,True
851,851,7659,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",18,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",4,0,True,True
852,852,7668,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",17,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",3,0,True,True
853,853,7677,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",16,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",2,0,True,True
854,854,7686,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",15,0,"['primary_tx', 'primary_frozen']","[0, 7]","[False, False]",1,0,True,True
855,855,7695,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",14,0,"['primary_backoff', 'primary_backoff']","[7, 7]","[False, False]",0,0,True,False
856,856,7704,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",13,0,"['primary_backoff', 'primary_backoff']","[6, 6]","[False, False]",0,0,True,False
857,857,7713,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",12,0,"['primary_backoff', 'primary_backoff']","[5, 5]","[False, False]",0,0,True,False
858,858,7722,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",11,0,"['primary_backoff', 'primary_backoff']","[4, 4]","[False, False]",0,0,True,False
859,859,7731,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",10,0,"['primary_backoff', 'primary_backoff']","[3, 3]","[False, False]",0,0,True,False
860,860,7740,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",9,0,"['primary_backoff', 'primary_backoff']","[2, 2]","[False, False]",0,0,True,False
861,861,7749,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",8,0,"['primary_backoff', 'primary_backoff']","[1, 1]","[False, False]",0,0,True,False
862,862,7758,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",7,0,"['primary_backoff', 'primary_backoff']","[0, 0]","[False, False]",0,0,True,False
863,863,7767,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",6,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",33,0,True,False
864,864,7776,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",5,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",32,0,True,False
865,865,7785,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",4,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",31,0,True,False
866,866,7794,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",3,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",30,0,True,False
867,867,7803,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",2,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",29,0,True,False
868,868,7812,"['primary_frozen', 'primary_tx']","[12, 0]","[False, False]",1,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",28,0,True,False
869,869,7821,"['primary_backoff', 'primary_backoff']","[12, 2]","[False, False]",0,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",27,0,False,False
870,870,7830,"['primary_backoff', 'primary_backoff']","[11, 1]","[False, False]",0,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",26,0,False,False
871,871,7839,"['primary_backoff', 'primary_backoff']","[10, 0]","[False, False]",0,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",25,0,False,False
872,872,7848,"['primary_backoff', 'primary_tx']","[9, 0]","[False, False]",33,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",24,0,True,False
873,873,7857,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",32,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",23,0,True,False
874,874,7866,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",31,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",22,0,True,False
875,875,7875,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",30,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",21,0,True,False
876,876,7884,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",29,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",20,0,True,False
877,877,7893,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",28,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",19,0,True,False
878,878,7902,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",27,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",18,0,True,False
879,879,7911,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",26,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",17,0,True,False
880,880,7920,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",25,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",16,0,True,False
881,881,7929,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",24,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",15,0,True,False
882,882,7938,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",23,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",14,0,True,False
883,883,7947,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",22,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",13,0,True,False
884,884,7956,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",21,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",12,0,True,False
885,885,7965,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",20,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",11,0,True,False
886,886,7974,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",19,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",10,0,True,False
887,887,7983,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",18,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",9,0,True,False
888,888,7992,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",17,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",8,0,True,False
889,889,8001,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",16,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",7,0,True,False
890,890,8010,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",15,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",6,0,True,False
891,891,8019,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",14,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",5,0,True,False
892,892,8028,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",13,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",4,0,True,False
893,893,8037,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",12,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",3,0,True,False
894,894,8046,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",11,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",2,0,True,False
895,895,8055,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",10,0,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",1,0,True,False
896,896,8064,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",9,0,"['primary_backoff', 'primary_backoff']","[11, 17]","[False, False]",0,0,True,False
897,897,8073,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",8,0,"['primary_backoff', 'primary_backoff']","[10, 16]","[False, False]",0,0,True,False
898,898,8082,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",7,0,"['primary_backoff', 'primary_backoff']","[9, 15]","[False, False]",0,0,True,False
899,899,8091,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",6,0,"['primary_backoff', 'primary_backoff']","[8, 14]","[False, False]",0,0,True,False
900,900,8100,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",5,0,"['primary_backoff', 'primary_backoff']","[7, 13]","[False, False]",0,0,True,False
901,901,8109,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",4,0,"['primary_backoff', 'primary_backoff']","[6, 12]","[False, False]",0,0,True,False
902,902,8118,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",3,0,"['primary_backoff', 'primary_backoff']","[5, 11]","[False, False]",0,0,True,False
903,903,8127,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",2,0,"['primary_backoff', 'primary_backoff']","[4, 10]","[False, False]",0,0,True,False
904,904,8136,"['primary_frozen', 'primary_tx']","[9, 0]","[False, False]",1,0,"['primary_backoff', 'primary_backoff']","[3, 9]","[False, False]",0,0,True,False
905,905,8145,"['primary_backoff', 'primary_backoff']","[9, 5]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[2, 8]","[False, False]",0,0,False,False
906,906,8154,"['primary_backoff', 'primary_backoff']","[8, 4]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[1, 7]","[False, False]",0,0,False,False
907,907,8163,"['primary_backoff', 'primary_backoff']","[7, 3]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[0, 6]","[False, False]",0,0,False,False
908,908,8172,"['primary_backoff', 'primary_backoff']","[6, 2]","[False, False]",0,0,"['primary_tx', 'primary_backoff']","[0, 5]","[False, False]",33,0,False,True
909,909,8181,"['primary_backoff', 'primary_backoff']","[5, 1]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",32,0,False,True
910,910,8190,"['primary_backoff', 'primary_backoff']","[4, 0]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",31,0,False,True
911,911,8199,"['primary_backoff', 'primary_tx']","[3, 0]","[False, False]",33,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",30,0,True,True
912,912,8208,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",32,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",29,0,True,True
913,913,8217,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",31,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",28,0,True,True
914,914,8226,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",30,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",27,0,True,True
915,915,8235,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",29,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",26,0,True,True
916,916,8244,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",28,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",25,0,True,True
917,917,8253,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",27,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",24,0,True,True
918,918,8262,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",26,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",23,0,True,True
919,919,8271,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",25,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",22,0,True,True
920,920,8280,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",24,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",21,0,True,True
921,921,8289,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",23,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",20,0,True,True
922,922,8298,"['primary_frozen', 'primary_tx']","[3, 0]","[False, False]",22,0,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",19,0,True,True
