,slot,time,states_ch_0,backoff_ch_0,npca_enabled_ch_0,channel_0_occupied_remained,channel_0_obss_occupied_remained,states_ch_1,backoff_ch_1,npca_enabled_ch_1,channel_1_occupied_remained,channel_1_obss_occupied_remained,util_ch_0,util_ch_1
2151,2151,19359,"['primary_backoff', 'primary_backoff']","[7, 8]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",10,0,False,True
2152,2152,19368,"['primary_backoff', 'primary_backoff']","[6, 7]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",9,0,False,True
2153,2153,19377,"['primary_backoff', 'primary_backoff']","[5, 6]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",8,0,False,True
2154,2154,19386,"['primary_backoff', 'primary_backoff']","[4, 5]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",7,0,False,True
2155,2155,19395,"['primary_backoff', 'primary_backoff']","[3, 4]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",6,0,False,True
2156,2156,19404,"['primary_backoff', 'primary_backoff']","[2, 3]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",5,0,False,True
2157,2157,19413,"['primary_backoff', 'primary_backoff']","[1, 2]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",4,0,False,True
2158,2158,19422,"['primary_backoff', 'primary_backoff']","[0, 1]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",3,0,False,True
2159,2159,19431,"['primary_tx', 'primary_backoff']","[0, 0]","[False, False]",33,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",2,0,True,True
2160,2160,19440,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",32,0,"['primary_frozen', 'primary_tx']","[0, 0]","[True, True]",1,0,True,True
2161,2161,19449,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",31,0,"['primary_backoff', 'primary_backoff']","[0, 9]","[True, True]",0,0,True,False
2162,2162,19458,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",30,0,"['primary_tx', 'primary_backoff']","[0, 8]","[True, True]",0,0,True,True
2163,2163,19467,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",29,0,"['primary_backoff', 'primary_backoff']","[0, 7]","[True, True]",0,0,True,False
2164,2164,19476,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",28,0,"['primary_tx', 'primary_backoff']","[0, 6]","[True, True]",0,0,True,True
2165,2165,19485,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",27,0,"['primary_backoff', 'primary_backoff']","[2, 5]","[True, True]",0,0,True,False
2166,2166,19494,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",26,0,"['primary_backoff', 'primary_backoff']","[1, 4]","[True, True]",0,0,True,False
2167,2167,19503,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",25,0,"['primary_backoff', 'primary_backoff']","[0, 3]","[True, True]",0,0,True,False
2168,2168,19512,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",24,0,"['primary_tx', 'primary_backoff']","[0, 2]","[True, True]",0,0,True,True
2169,2169,19521,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",23,0,"['primary_backoff', 'primary_backoff']","[12, 1]","[True, True]",0,0,True,False
2170,2170,19530,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",22,0,"['primary_backoff', 'primary_backoff']","[11, 0]","[True, True]",0,0,True,False
2171,2171,19539,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",21,0,"['primary_backoff', 'primary_tx']","[10, 0]","[True, True]",11,0,True,True
2172,2172,19548,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",20,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",10,0,True,True
2173,2173,19557,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",19,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",9,0,True,True
2174,2174,19566,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",18,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",8,0,True,True
2175,2175,19575,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",17,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",7,0,True,True
2176,2176,19584,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",16,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",6,0,True,True
2177,2177,19593,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",15,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",5,0,True,True
2178,2178,19602,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",14,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",4,0,True,True
2179,2179,19611,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",13,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",3,0,True,True
2180,2180,19620,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",12,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",2,0,True,True
2181,2181,19629,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",11,0,"['primary_frozen', 'primary_tx']","[10, 0]","[True, True]",1,0,True,True
2182,2182,19638,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",10,0,"['primary_backoff', 'primary_backoff']","[10, 0]","[True, True]",0,0,True,False
2183,2183,19647,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",9,0,"['primary_backoff', 'primary_tx']","[9, 0]","[True, True]",11,0,True,True
2184,2184,19656,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",8,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",10,0,True,True
2185,2185,19665,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",7,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",9,0,True,True
2186,2186,19674,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",6,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",8,0,True,True
2187,2187,19683,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",5,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",7,0,True,True
2188,2188,19692,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",4,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",6,0,True,True
2189,2189,19701,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",3,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",5,0,True,True
2190,2190,19710,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",2,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",4,0,True,True
2191,2191,19719,"['primary_tx', 'primary_frozen']","[0, 0]","[False, False]",1,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",3,0,True,True
2192,2192,19728,"['primary_backoff', 'primary_backoff']","[3, 0]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",2,0,False,True
2193,2193,19737,"['primary_backoff', 'primary_tx']","[2, 0]","[False, False]",33,0,"['primary_frozen', 'primary_tx']","[9, 0]","[True, True]",1,0,True,True
2194,2194,19746,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",32,0,"['primary_backoff', 'primary_backoff']","[9, 13]","[True, True]",0,0,True,False
2195,2195,19755,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",31,0,"['primary_backoff', 'primary_backoff']","[8, 12]","[True, True]",0,0,True,False
2196,2196,19764,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",30,0,"['primary_backoff', 'primary_backoff']","[7, 11]","[True, True]",0,0,True,False
2197,2197,19773,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",29,0,"['primary_backoff', 'primary_backoff']","[6, 10]","[True, True]",0,0,True,False
2198,2198,19782,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",28,0,"['primary_backoff', 'primary_backoff']","[5, 9]","[True, True]",0,0,True,False
2199,2199,19791,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",27,0,"['primary_backoff', 'primary_backoff']","[4, 8]","[True, True]",0,0,True,False
2200,2200,19800,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",26,0,"['primary_backoff', 'primary_backoff']","[3, 7]","[True, True]",0,0,True,False
2201,2201,19809,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",25,0,"['primary_backoff', 'primary_backoff']","[2, 6]","[True, True]",0,0,True,False
2202,2202,19818,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",24,0,"['primary_backoff', 'primary_backoff']","[1, 5]","[True, True]",0,0,True,False
2203,2203,19827,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",23,0,"['primary_backoff', 'primary_backoff']","[0, 4]","[True, True]",0,0,True,False
2204,2204,19836,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",22,0,"['primary_tx', 'primary_backoff']","[0, 3]","[True, True]",0,0,True,True
2205,2205,19845,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",21,0,"['primary_backoff', 'primary_backoff']","[10, 2]","[True, True]",0,0,True,False
2206,2206,19854,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",20,0,"['primary_backoff', 'primary_backoff']","[9, 1]","[True, True]",0,0,True,False
2207,2207,19863,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",19,0,"['primary_backoff', 'primary_backoff']","[8, 0]","[True, True]",0,0,True,False
2208,2208,19872,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",18,0,"['primary_backoff', 'primary_tx']","[7, 0]","[True, True]",11,0,True,True
2209,2209,19881,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",17,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",10,0,True,True
2210,2210,19890,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",16,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",9,0,True,True
2211,2211,19899,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",15,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",8,0,True,True
2212,2212,19908,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",14,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",7,0,True,True
2213,2213,19917,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",13,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",6,0,True,True
2214,2214,19926,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",12,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",5,0,True,True
2215,2215,19935,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",11,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",4,0,True,True
2216,2216,19944,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",10,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",3,0,True,True
2217,2217,19953,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",9,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",2,0,True,True
2218,2218,19962,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",8,0,"['primary_frozen', 'primary_tx']","[7, 0]","[True, True]",1,0,True,True
2219,2219,19971,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",7,0,"['primary_backoff', 'primary_backoff']","[7, 13]","[True, True]",0,0,True,False
2220,2220,19980,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",6,0,"['primary_backoff', 'primary_backoff']","[6, 12]","[True, True]",0,0,True,False
2221,2221,19989,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",5,0,"['primary_backoff', 'primary_backoff']","[5, 11]","[True, True]",0,0,True,False
2222,2222,19998,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",4,0,"['primary_backoff', 'primary_backoff']","[4, 10]","[True, True]",0,0,True,False
2223,2223,20007,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",3,0,"['primary_backoff', 'primary_backoff']","[3, 9]","[True, True]",0,0,True,False
2224,2224,20016,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",2,0,"['primary_backoff', 'primary_backoff']","[2, 8]","[True, True]",0,0,True,False
2225,2225,20025,"['primary_frozen', 'primary_tx']","[2, 0]","[False, False]",1,0,"['primary_backoff', 'primary_backoff']","[1, 7]","[True, True]",0,0,True,False
2226,2226,20034,"['primary_backoff', 'primary_backoff']","[2, 8]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[0, 6]","[True, True]",0,0,False,False
2227,2227,20043,"['primary_backoff', 'primary_backoff']","[1, 7]","[False, False]",0,0,"['primary_tx', 'primary_backoff']","[0, 5]","[True, True]",0,0,False,True
2228,2228,20052,"['primary_backoff', 'primary_backoff']","[0, 6]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[7, 4]","[True, True]",0,0,False,False
2229,2229,20061,"['primary_tx', 'primary_backoff']","[0, 5]","[False, False]",33,0,"['primary_backoff', 'primary_backoff']","[6, 3]","[True, True]",0,0,True,False
2230,2230,20070,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",32,0,"['primary_backoff', 'primary_backoff']","[5, 2]","[True, True]",0,0,True,False
2231,2231,20079,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",31,0,"['primary_backoff', 'primary_backoff']","[4, 1]","[True, True]",0,0,True,False
2232,2232,20088,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",30,0,"['primary_backoff', 'primary_backoff']","[3, 0]","[True, True]",0,0,True,False
2233,2233,20097,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",29,0,"['primary_backoff', 'primary_tx']","[2, 0]","[True, True]",11,0,True,True
2234,2234,20106,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",28,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",10,0,True,True
2235,2235,20115,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",27,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",9,0,True,True
2236,2236,20124,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",26,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",8,0,True,True
2237,2237,20133,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",25,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",7,0,True,True
2238,2238,20142,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",24,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",6,0,True,True
2239,2239,20151,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",23,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",5,0,True,True
2240,2240,20160,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",22,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",4,0,True,True
2241,2241,20169,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",21,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",3,0,True,True
2242,2242,20178,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",20,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",2,0,True,True
2243,2243,20187,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",19,0,"['primary_frozen', 'primary_tx']","[2, 0]","[True, True]",1,0,True,True
2244,2244,20196,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",18,0,"['primary_backoff', 'primary_backoff']","[2, 4]","[True, True]",0,0,True,False
2245,2245,20205,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",17,0,"['primary_backoff', 'primary_backoff']","[1, 3]","[True, True]",0,0,True,False
2246,2246,20214,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",16,0,"['primary_backoff', 'primary_backoff']","[0, 2]","[True, True]",0,0,True,False
2247,2247,20223,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",15,0,"['primary_tx', 'primary_backoff']","[0, 1]","[True, True]",0,0,True,True
2248,2248,20232,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",14,0,"['primary_backoff', 'primary_backoff']","[13, 0]","[True, True]",0,0,True,False
2249,2249,20241,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",13,0,"['primary_backoff', 'primary_tx']","[12, 0]","[True, True]",11,0,True,True
2250,2250,20250,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",12,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",10,0,True,True
2251,2251,20259,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",11,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",9,0,True,True
2252,2252,20268,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",10,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",8,0,True,True
2253,2253,20277,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",9,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",7,0,True,True
2254,2254,20286,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",8,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",6,0,True,True
2255,2255,20295,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",7,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",5,0,True,True
2256,2256,20304,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",6,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",4,0,True,True
2257,2257,20313,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",5,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",3,0,True,True
2258,2258,20322,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",4,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",2,0,True,True
2259,2259,20331,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",3,0,"['primary_frozen', 'primary_tx']","[12, 0]","[True, True]",1,0,True,True
2260,2260,20340,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",2,0,"['primary_backoff', 'primary_backoff']","[12, 13]","[True, True]",0,0,True,False
2261,2261,20349,"['primary_tx', 'primary_frozen']","[0, 5]","[False, False]",1,0,"['primary_backoff', 'primary_backoff']","[11, 12]","[True, True]",0,0,True,False
2262,2262,20358,"['primary_backoff', 'primary_backoff']","[12, 5]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[10, 11]","[True, True]",0,0,False,False
2263,2263,20367,"['primary_backoff', 'primary_backoff']","[11, 4]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[9, 10]","[True, True]",0,0,False,False
2264,2264,20376,"['primary_backoff', 'primary_backoff']","[10, 3]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[8, 9]","[True, True]",0,0,False,False
2265,2265,20385,"['primary_backoff', 'primary_backoff']","[9, 2]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[7, 8]","[True, True]",0,0,False,False
2266,2266,20394,"['primary_backoff', 'primary_backoff']","[8, 1]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[6, 7]","[True, True]",0,0,False,False
2267,2267,20403,"['primary_backoff', 'primary_backoff']","[7, 0]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[5, 6]","[True, True]",0,0,False,False
2268,2268,20412,"['primary_backoff', 'primary_tx']","[6, 0]","[False, False]",33,0,"['primary_backoff', 'primary_backoff']","[4, 5]","[True, True]",0,0,True,False
2269,2269,20421,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",32,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,200,True,False
2270,2270,20430,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",31,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,199,True,False
2271,2271,20439,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",30,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,198,True,False
2272,2272,20448,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",29,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,197,True,False
2273,2273,20457,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",28,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,196,True,False
2274,2274,20466,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",27,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,195,True,False
2275,2275,20475,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",26,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,194,True,False
2276,2276,20484,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",25,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,193,True,False
2277,2277,20493,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",24,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,192,True,False
2278,2278,20502,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",23,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,191,True,False
2279,2279,20511,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",22,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,190,True,False
2280,2280,20520,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",21,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,189,True,False
2281,2281,20529,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",20,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,188,True,False
2282,2282,20538,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",19,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,187,True,False
2283,2283,20547,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",18,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,186,True,False
2284,2284,20556,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",17,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,185,True,False
2285,2285,20565,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",16,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,184,True,False
2286,2286,20574,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",15,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,183,True,False
2287,2287,20583,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",14,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,182,True,False
2288,2288,20592,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",13,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,181,True,False
2289,2289,20601,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",12,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,180,True,False
2290,2290,20610,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",11,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,179,True,False
2291,2291,20619,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",10,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,178,True,False
2292,2292,20628,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",9,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,177,True,False
2293,2293,20637,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",8,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,176,True,False
2294,2294,20646,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",7,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,175,True,False
2295,2295,20655,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",6,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,174,True,False
2296,2296,20664,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",5,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,173,True,False
2297,2297,20673,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",4,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,172,True,False
2298,2298,20682,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",3,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,171,True,False
2299,2299,20691,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",2,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,170,True,False
2300,2300,20700,"['primary_frozen', 'primary_tx']","[6, 0]","[False, False]",1,0,"['npca_frozen', 'npca_frozen']","[9, 12]","[True, True]",0,169,True,False
2301,2301,20709,"['primary_backoff', 'primary_backoff']","[6, 13]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[9, 12]","[True, True]",0,168,False,False
2302,2302,20718,"['primary_backoff', 'primary_backoff']","[5, 12]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[8, 11]","[True, True]",0,167,False,False
2303,2303,20727,"['primary_backoff', 'primary_backoff']","[4, 11]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[7, 10]","[True, True]",0,166,False,False
2304,2304,20736,"['primary_backoff', 'primary_backoff']","[3, 10]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[6, 9]","[True, True]",0,165,False,False
2305,2305,20745,"['primary_backoff', 'primary_backoff']","[2, 9]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[5, 8]","[True, True]",0,164,False,False
2306,2306,20754,"['primary_backoff', 'primary_backoff']","[1, 8]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[4, 7]","[True, True]",0,163,False,False
2307,2307,20763,"['primary_backoff', 'primary_backoff']","[0, 7]","[False, False]",0,0,"['npca_backoff', 'npca_backoff']","[3, 6]","[True, True]",0,162,False,False
2308,2308,20772,"['primary_tx', 'primary_backoff']","[0, 6]","[False, False]",33,0,"['npca_backoff', 'npca_backoff']","[2, 5]","[True, True]",0,161,True,False
2309,2309,20781,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",32,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,160,True,False
2310,2310,20790,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",31,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,159,True,False
2311,2311,20799,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",30,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,158,True,False
2312,2312,20808,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",29,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,157,True,False
2313,2313,20817,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",28,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,156,True,False
2314,2314,20826,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",27,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,155,True,False
2315,2315,20835,"['primary_tx', 'primary_frozen']","[0, 6]","[False, False]",26,0,"['npca_frozen', 'npca_frozen']","[2, 5]","[True, True]",0,154,True,False
